timestamp,agent,agent_id,rule_id,level,groups,decoder,location,src_ip,mitre_ids,mitre_tactics,mitre_techniques,description,full_log,suspicious,suspicious_reason
2026-04-02T11:03:48.933+0000,wazuh-server,000,5715,3,"syslog, sshd, authentication_success",sshd,journald,192.168.30.14,"T1078, T1021","Defense Evasion, Persistence, Privilege Escalation, Initial Access, Lateral Movement","Valid Accounts, Remote Services",sshd: authentication success.,Apr 02 11:03:48 wazuh-server sshd[43699]: Accepted password for root from 192.168.30.14 port 12697 ssh2,True,"mitre, srcip"
2026-04-02T11:06:00.680+0000,wazuh-server,000,535,1,ossec,ossec,last -n 20,192.168.30.14,-,-,-,List of the last logged in users.,"ossec: output: 'last -n 20':
root     pts/0        192.168.30.14    Thu Apr  2 11:03   still logged in
root     pts/0        192.168.30.14    Thu Apr  2 08:38 - 08:48  (00:09)
root     pts/0        192.168.30.14    Thu Apr  2 08:26 - 08:36  (00:10)
root     pts/0        192.168.30.14    Thu Apr  2 08:06 - 08:16  (00:10)
root     pts/0        192.168.30.14    Thu Apr  2 07:53 - 08:03  (00:09)
root     pts/0        192.168.30.14    Thu Apr  2 07:28 - 07:38  (00:09)
root     pts/0        192.168.30.14    Thu Apr  2 07:06 - 07:08  (00:02)
root     pts/0        192.168.30.14    Thu Apr  2 07:02 - 07:05  (00:03)
root     pts/0        192.168.30.14    Thu Apr  2 06:29 - 06:30  (00:00)
root     pts/0        192.168.30.14    Wed Apr  1 15:44 - 15:54  (00:10)
root     pts/0        192.168.30.14    Wed Apr  1 15:08 - 15:10  (00:02)
root     pts/0        192.168.30.14    Wed Apr  1 15:03 - 15:04  (00:01)
root     pts/3        192.168.30.18    Wed Apr  1 14:58 - 14:58  (00:00)
root     pts/0        192.168.30.14    Wed Apr  1 14:51 - 14:58  (00:07)
root     pts/0        192.168.30.14    Wed Apr  1 12:49 - 12:59  (00:10)
root     pts/0        192.168.30.14    Wed Apr  1 12:27 - 12:28  (00:01)
root     pts/0        192.168.30.14    Wed Apr  1 12:21 - 12:23  (00:01)
root     pts/0        192.168.30.14    Wed Apr  1 12:18 - 12:21  (00:02)
root     pts/0        192.168.30.14    Wed Apr  1 12:11 - 12:14  (00:03)
root     pts/3        192.168.30.14    Wed Apr  1 11:42 - 11:43  (00:01)
wtmp begins Fri Mar 13 14:46:13 2026",True,srcip
2026-04-02T11:09:27.951+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.0769300Z"",""eventRecordID"":""502646"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.060\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\UpdateAgent.dll\r\nCreationUtcTime: 2025-11-05 16:00:44.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.060"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\UpdateAgent.dll"",""creationUtcTime"":""2025-11-05 16:00:44.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:27.967+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1335726Z"",""eventRecordID"":""502647"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.091\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\dpx.dll\r\nCreationUtcTime: 2025-11-05 16:00:42.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.091"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\dpx.dll"",""creationUtcTime"":""2025-11-05 16:00:42.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:27.983+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1494832Z"",""eventRecordID"":""502648"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.091\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\Mitigation.dll\r\nCreationUtcTime: 2025-11-05 16:00:42.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.091"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\Mitigation.dll"",""creationUtcTime"":""2025-11-05 16:00:42.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:27.999+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1495862Z"",""eventRecordID"":""502649"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.107\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\UAOneSettings.dll\r\nCreationUtcTime: 2025-11-05 16:00:42.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.107"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\UAOneSettings.dll"",""creationUtcTime"":""2025-11-05 16:00:42.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:28.014+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1496270Z"",""eventRecordID"":""502650"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.107\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\wcp.dll\r\nCreationUtcTime: 2025-11-05 16:00:44.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.107"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\wcp.dll"",""creationUtcTime"":""2025-11-05 16:00:44.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:28.030+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1496546Z"",""eventRecordID"":""502651"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.138\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\TurboStack.dll\r\nCreationUtcTime: 2025-11-05 16:00:42.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.138"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\TurboStack.dll"",""creationUtcTime"":""2025-11-05 16:00:42.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:28.045+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1496816Z"",""eventRecordID"":""502652"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.138\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\ReserveManager.dll\r\nCreationUtcTime: 2025-11-05 16:00:42.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.138"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\ReserveManager.dll"",""creationUtcTime"":""2025-11-05 16:00:42.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:28.071+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1612852Z"",""eventRecordID"":""502653"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.138\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\WinREAgent.dll\r\nCreationUtcTime: 2025-11-05 16:00:42.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.138"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\WinREAgent.dll"",""creationUtcTime"":""2025-11-05 16:00:42.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:09:28.092+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:09:23.1615017Z"",""eventRecordID"":""502654"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:09:23.153\r\nProcessGuid: {d9a99926-3242-69ce-d20f-000000000600}\r\nProcessId: 7652\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\fvereseal.dll\r\nCreationUtcTime: 2025-11-05 16:00:44.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:09:23.153"",""processGuid"":""{d9a99926-3242-69ce-d20f-000000000600}"",""processId"":""7652"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\fvereseal.dll"",""creationUtcTime"":""2025-11-05 16:00:44.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:13:49.041+0000,wazuh-server,000,5502,3,"pam, syslog",pam,journald,-,-,-,-,PAM: Login session closed.,Apr 02 11:13:48 wazuh-server sshd[43699]: pam_unix(sshd:session): session closed for user root,False,
2026-04-02T11:13:49.041+0000,wazuh-server,000,5502,3,"pam, syslog",pam,journald,-,-,-,-,PAM: Login session closed.,Apr 02 11:13:48 wazuh-server sudo[43704]: pam_unix(sudo:session): session closed for user root,False,
2026-04-02T11:15:55.221+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:15:50.3364657Z"",""eventRecordID"":""503212"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:15:50.324\r\nProcessGuid: {d9a99926-33c6-69ce-d70f-000000000600}\r\nProcessId: 9624\r\nImage: C:\\Windows\\system32\\MRT.exe\r\nTargetFilename: C:\\Windows\\System32\\MRT\\796E3DE5-9C00-68C0-5C92-7CF4626A6D65\\MPGEAR.DLL\r\nCreationUtcTime: 2026-04-02 09:15:50.324\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:15:50.324"",""processGuid"":""{d9a99926-33c6-69ce-d70f-000000000600}"",""processId"":""9624"",""image"":""C:\\\\Windows\\\\system32\\\\MRT.exe"",""targetFilename"":""C:\\\\Windows\\\\System32\\\\MRT\\\\796E3DE5-9C00-68C0-5C92-7CF4626A6D65\\\\MPGEAR.DLL"",""creationUtcTime"":""2026-04-02 09:15:50.324"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:15:55.228+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:15:50.3519084Z"",""eventRecordID"":""503213"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:15:50.337\r\nProcessGuid: {d9a99926-33c6-69ce-d70f-000000000600}\r\nProcessId: 9624\r\nImage: C:\\Windows\\system32\\MRT.exe\r\nTargetFilename: C:\\Windows\\System32\\MRT\\796E3DE5-9C00-68C0-5C92-7CF4626A6D65\\MPENGINE.DLL\r\nCreationUtcTime: 2026-04-02 09:15:50.337\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:15:50.337"",""processGuid"":""{d9a99926-33c6-69ce-d70f-000000000600}"",""processId"":""9624"",""image"":""C:\\\\Windows\\\\system32\\\\MRT.exe"",""targetFilename"":""C:\\\\Windows\\\\System32\\\\MRT\\\\796E3DE5-9C00-68C0-5C92-7CF4626A6D65\\\\MPENGINE.DLL"",""creationUtcTime"":""2026-04-02 09:15:50.337"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
2026-04-02T11:18:00.826+0000,wazuh-server,000,535,1,ossec,ossec,last -n 20,192.168.30.14,-,-,-,List of the last logged in users.,"ossec: output: 'last -n 20':
root     pts/0        192.168.30.14    Thu Apr  2 11:03 - 11:13  (00:10)
root     pts/0        192.168.30.14    Thu Apr  2 08:38 - 08:48  (00:09)
root     pts/0        192.168.30.14    Thu Apr  2 08:26 - 08:36  (00:10)
root     pts/0        192.168.30.14    Thu Apr  2 08:06 - 08:16  (00:10)
root     pts/0        192.168.30.14    Thu Apr  2 07:53 - 08:03  (00:09)
root     pts/0        192.168.30.14    Thu Apr  2 07:28 - 07:38  (00:09)
root     pts/0        192.168.30.14    Thu Apr  2 07:06 - 07:08  (00:02)
root     pts/0        192.168.30.14    Thu Apr  2 07:02 - 07:05  (00:03)
root     pts/0        192.168.30.14    Thu Apr  2 06:29 - 06:30  (00:00)
root     pts/0        192.168.30.14    Wed Apr  1 15:44 - 15:54  (00:10)
root     pts/0        192.168.30.14    Wed Apr  1 15:08 - 15:10  (00:02)
root     pts/0        192.168.30.14    Wed Apr  1 15:03 - 15:04  (00:01)
root     pts/3        192.168.30.18    Wed Apr  1 14:58 - 14:58  (00:00)
root     pts/0        192.168.30.14    Wed Apr  1 14:51 - 14:58  (00:07)
root     pts/0        192.168.30.14    Wed Apr  1 12:49 - 12:59  (00:10)
root     pts/0        192.168.30.14    Wed Apr  1 12:27 - 12:28  (00:01)
root     pts/0        192.168.30.14    Wed Apr  1 12:21 - 12:23  (00:01)
root     pts/0        192.168.30.14    Wed Apr  1 12:18 - 12:21  (00:02)
root     pts/0        192.168.30.14    Wed Apr  1 12:11 - 12:14  (00:03)
root     pts/3        192.168.30.14    Wed Apr  1 11:42 - 11:43  (00:01)
wtmp begins Fri Mar 13 14:46:13 2026",True,srcip
2026-04-02T11:26:52.453+0000,WS10,005,92217,6,"sysmon, sysmon_eid11_detections, windows",windows_eventchannel,EventChannel,-,T1570,Lateral Movement,Lateral Tool Transfer,Executable dropped in Windows root folder,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""11"",""version"":""2"",""level"":""4"",""task"":""11"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-02T09:26:47.3662964Z"",""eventRecordID"":""505092"",""processID"":""7940"",""threadID"":""8064"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""WS10"",""severityValue"":""INFORMATION"",""message"":""\""File created:\r\nRuleName: DLL\r\nUtcTime: 2026-04-02 09:26:47.358\r\nProcessGuid: {d9a99926-3657-69ce-e10f-000000000600}\r\nProcessId: 1840\r\nImage: C:\\Windows\\System32\\mousocoreworker.exe\r\nTargetFilename: C:\\Windows\\SoftwareDistribution\\Download\\0e81198876b8eb725cd93d1816536732\\Metadata\\UpdateAgent.dll\r\nCreationUtcTime: 2025-11-05 16:00:44.000\r\nUser: NT AUTHORITY\\SYSTEM\""""},""eventdata"":{""ruleName"":""DLL"",""utcTime"":""2026-04-02 09:26:47.358"",""processGuid"":""{d9a99926-3657-69ce-e10f-000000000600}"",""processId"":""1840"",""image"":""C:\\\\Windows\\\\System32\\\\mousocoreworker.exe"",""targetFilename"":""C:\\\\Windows\\\\SoftwareDistribution\\\\Download\\\\0e81198876b8eb725cd93d1816536732\\\\Metadata\\\\UpdateAgent.dll"",""creationUtcTime"":""2025-11-05 16:00:44.000"",""user"":""NT AUTHORITY\\\\SYSTEM""}}}",True,"group:sysmon, group:windows, keyword:sysmon, level>=5, mitre"
