timestamp,level,phase,attack_id,technique_name,target_name,agent_paw,operation_name,operation_id,planner_id,adversary_id,status,message,motivation,elapsed_seconds,extra
2026-03-26T21:26:35Z,INFO,preflight,N/A,Preflight,Windows-10-Lab,DRY-RUN-AGENT,preflight,,PLANNER_ID_DA_CALDERA,ADVERSARY_ID_DA_CALDERA,info,Dry-run: salto il controllo dell'agente remoto,Profilo coerente con le TTP mappate nel corso,,"{""agent"": {""mode"": ""dry-run"", ""target_name"": ""Windows-10-Lab""}}"
2026-03-26T21:26:35Z,INFO,plan,T1059,Command and Scripting Interpreter,Windows-10-Lab,DRY-RUN-AGENT,APT29-lab-profile-T1059,,PLANNER_ID_DA_CALDERA,ADVERSARY_ID_DA_CALDERA,info,TTP pianificata in allowlist locale,Tecnica documentata e coerente con l'attore studiato,,"{""objective"": ""Eseguire comandi in modo controllato via Caldera"", ""phase"": ""execution""}"
2026-03-26T21:26:35Z,INFO,dry-run,T1059,Command and Scripting Interpreter,Windows-10-Lab,DRY-RUN-AGENT,APT29-lab-profile-T1059,,PLANNER_ID_DA_CALDERA,ADVERSARY_ID_DA_CALDERA,info,Dry-run: nessuna chiamata API effettuata,Tecnica documentata e coerente con l'attore studiato,,{}
2026-03-26T21:26:35Z,INFO,plan,T1105,Ingress Tool Transfer,Windows-10-Lab,DRY-RUN-AGENT,APT29-lab-profile-T1105,,PLANNER_ID_DA_CALDERA,ADVERSARY_ID_DA_CALDERA,info,TTP pianificata in allowlist locale,Tecnica presente nel profilo CTI usato nel corso,,"{""objective"": ""Validare una fase successiva della catena"", ""phase"": ""command-and-control""}"
2026-03-26T21:26:35Z,INFO,dry-run,T1105,Ingress Tool Transfer,Windows-10-Lab,DRY-RUN-AGENT,APT29-lab-profile-T1105,,PLANNER_ID_DA_CALDERA,ADVERSARY_ID_DA_CALDERA,info,Dry-run: nessuna chiamata API effettuata,Tecnica presente nel profilo CTI usato nel corso,,{}
